program_year_id,program_identity_id,ministry_code,fiscal_year,program_code,field_name,sector_name,performance_program_name,raw_account_row_count,account_type_count,account_types,raw_candidate_ids,base_program_year_key_conflict,base_key_reused,identity_resolved_by_extended_key,identity_unresolved,identity_resolution_reason,program_year_name_conflict,program_original_budget,program_current_budget,program_expenditure,below_target_count,at_or_above_target_count,comparable_rate_count,reported_target_status,indicator_coverage_status,repeated_target_overachievement,target_unchanged,performance_status_conflict_fields,program_performance_status_conflict,program_total_feedback_complete_t1,program_total_feedback_complete_t2,program_total_budget_change_rate_t1,program_total_budget_change_rate_t2,low_performance_budget_increase_t1,low_performance_budget_increase_t2,good_performance_budget_decrease_t1,good_performance_budget_decrease_t2,retrospective_feedback_data_quality_signal,retrospective_feedback_conflict_fields,context_type,context_status,context_source,context_evidence,context_effect,type_repeated_year_end_concentration_budget_share,type_accounting_adjustment_pattern_budget_share,type_program_budget_concentration_budget_share,account_type_signal_details,evidence_status,data_validation_signal,analysis_status,program_execution_rate,current_execution_severity,performance_gap,performance_signal,repeated_low_execution_signal,reported_target_miss_consecutive,reported_target_met_consecutive,reported_target_history_status,program_budget_change_rate,budget_increase_context_signal,budget_decrease_context_signal,budget_mismatch_signal,budget_performance_mismatch,accounting_context_signal,structure_context_signal,type_repeated_strong_low_execution_budget_share,type_repeated_moderate_low_execution_budget_share,execution_management,observed_start_year,observed_end_year,observed_year_count,continuity_status,review_grade,reviewability_status,signal_strength,diagnostic_type,grade_trigger_signal_families,signal_families,context_flags,context_only,grade_cap_reason,grade_reason_codes,next_review_question,evidence_strength,review_grade_order,independent_signal_family_count,repeated_signal_family_count,program_year_queue_order,review_queue_order_within_year
075:1900:2022,075:1900,075,2022,1900,사회복지,취약계층지원,노숙인의사상자지원,1,1,GENERAL_ACCOUNT,"[""075:2022:사회복지:취약계층지원:1900:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,7812000000,7812000000,6006928890,1,1,2,MIXED_COMPARABLE,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,True,-0.0081925243215565,-0.0865335381464413,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""075:2022:사회복지:취약계층지원:1900:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""B"", ""diagnostic_type"": ""STRONG_OR_REPEATED_SINGLE_SIGNAL"", ""execution_rate"": 0.7689361098310292}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.7689361098310292,1.0,0.5,True,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,1.0,2022,2024,3,EXACT_PROGRAM_KEY,B,REVIEWABLE,MODERATE,STRONG_OR_REPEATED_SINGLE_SIGNAL,execution;reported_performance,execution;reported_performance,NONE,False,NOT_APPLICABLE,STRONG_OR_REPEATED_SINGLE_SIGNAL,반복 또는 강한 단일 신호를 설명하는 공식 근거와 지표 변경이 있는가?,LIMITED,2,2,0,11,11
075:3800:2022,075:3800,075,2022,3800,보건,보건의료,국립나주병원,1,1,RESPONSIBLE_OPERATION_ACCOUNT,"[""075:2022:보건:보건의료:3800:RESPONSIBLE_OPERATION_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,7193000000,7862357720,6456717840,1,0,1,ALL_COMPARABLE_BELOW_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,True,0.0175203402366863,0.1161704881656804,True,True,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,1.0,"[{""candidate_id"": ""075:2022:보건:보건의료:3800:RESPONSIBLE_OPERATION_ACCOUNT"", ""account_type"": ""RESPONSIBLE_OPERATION_ACCOUNT"", ""review_grade"": ""B"", ""diagnostic_type"": ""STRONG_OR_REPEATED_SINGLE_SIGNAL"", ""execution_rate"": 0.8212190375891469}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.8212190375891469,0.5,1.0,True,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,True,0,0,0.5,2022,2024,3,EXACT_PROGRAM_KEY,B,REVIEWABLE,MODERATE,STRONG_OR_REPEATED_SINGLE_SIGNAL,execution;reported_performance,execution;reported_performance,structure_context,False,NOT_APPLICABLE,STRONG_OR_REPEATED_SINGLE_SIGNAL,반복 또는 강한 단일 신호를 설명하는 공식 근거와 지표 변경이 있는가?,LIMITED,2,2,0,12,12
075:4100:2022,075:4100,075,2022,4100,보건,보건의료,국립공주병원,1,1,RESPONSIBLE_OPERATION_ACCOUNT,"[""075:2022:보건:보건의료:4100:RESPONSIBLE_OPERATION_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,5622000000,5644800000,4690077770,1,0,1,ALL_COMPARABLE_BELOW_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,True,0.0307626444865757,0.061831080667849,True,True,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,1.0,"[{""candidate_id"": ""075:2022:보건:보건의료:4100:RESPONSIBLE_OPERATION_ACCOUNT"", ""account_type"": ""RESPONSIBLE_OPERATION_ACCOUNT"", ""review_grade"": ""B"", ""diagnostic_type"": ""STRONG_OR_REPEATED_SINGLE_SIGNAL"", ""execution_rate"": 0.8308669518849207}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.8308669518849207,0.5,1.0,True,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,True,0,0,0.5,2022,2024,3,EXACT_PROGRAM_KEY,B,REVIEWABLE,MODERATE,STRONG_OR_REPEATED_SINGLE_SIGNAL,execution;reported_performance,execution;reported_performance,structure_context,False,NOT_APPLICABLE,STRONG_OR_REPEATED_SINGLE_SIGNAL,반복 또는 강한 단일 신호를 설명하는 공식 근거와 지표 변경이 있는가?,LIMITED,2,2,0,13,13
075:4000:2022,075:4000,075,2022,4000,보건,보건의료,국립춘천병원,1,1,RESPONSIBLE_OPERATION_ACCOUNT,"[""075:2022:보건:보건의료:4000:RESPONSIBLE_OPERATION_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,5324000000,5791721980,4627795660,1,0,1,ALL_COMPARABLE_BELOW_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,True,0.0349088056481663,0.1236190102634503,True,True,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,1.0,"[{""candidate_id"": ""075:2022:보건:보건의료:4000:RESPONSIBLE_OPERATION_ACCOUNT"", ""account_type"": ""RESPONSIBLE_OPERATION_ACCOUNT"", ""review_grade"": ""B"", ""diagnostic_type"": ""STRONG_OR_REPEATED_SINGLE_SIGNAL"", ""execution_rate"": 0.7990362237656995}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.7990362237656995,1.0,1.0,True,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,True,0,0,1.0,2022,2024,3,EXACT_PROGRAM_KEY,B,REVIEWABLE,MODERATE,STRONG_OR_REPEATED_SINGLE_SIGNAL,execution;reported_performance,execution;reported_performance,structure_context,False,NOT_APPLICABLE,STRONG_OR_REPEATED_SINGLE_SIGNAL,반복 또는 강한 단일 신호를 설명하는 공식 근거와 지표 변경이 있는가?,LIMITED,2,2,0,14,14
102:4100:2022,102:4100,102,2022,4100,산업·중소기업및에너지,중소기업및소상공인육성,소상공인·전통시장지원,1,1,FUND,"[""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:4100:FUND""]",False,False,False,False,BASE_KEY_UNIQUE,False,47119751000000,47119751000000,47110172840770,2,0,2,ALL_COMPARABLE_BELOW_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,False,-0.9173324578901106,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,1.0,"[{""candidate_id"": ""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:4100:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.999796727295312}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9997967272953119,0.0,1.0,True,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,True,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,reported_performance,reported_performance,structure_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,15,15
075:4900:2022,075:4900,075,2022,4900,보건,건강보험,건강보험제도 운영,2,2,FUND;GENERAL_ACCOUNT,"[""075:2022:보건:건강보험:4900:FUND"", ""075:2022:보건:건강보험:4900:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,11924189000000,11886781000000,11851027874840,1,1,2,MIXED_COMPARABLE,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,1.0,"[{""candidate_id"": ""075:2022:보건:건강보험:4900:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 1.0}, {""candidate_id"": ""075:2022:보건:건강보험:4900:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.996450189676346}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9969921945091779,0.0,0.5,True,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,True,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,reported_performance,reported_performance,structure_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,16,16
019:4000:2022,019:4000,019,2022,4000,사회복지,노동,산재보험,1,1,FUND,"[""019:2022:사회복지:노동:4000:FUND""]",False,False,False,False,BASE_KEY_UNIQUE,False,7373606000000,7373606000000,6913531151000,1,1,2,MIXED_COMPARABLE,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,True,0.0869946129478575,0.0986012813811858,True,True,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,1.0,"[{""candidate_id"": ""019:2022:사회복지:노동:4000:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9376051759478334}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9376051759478334,0.0,0.5,True,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,True,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,reported_performance,reported_performance,structure_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,17,17
019:1000:2022,019:1000,019,2022,1000,사회복지,고용,고용창출,3,3,FUND;GENERAL_ACCOUNT;SPECIAL_ACCOUNT,"[""019:2022:사회복지:고용:1000:FUND"", ""019:2022:사회복지:고용:1000:GENERAL_ACCOUNT"", ""019:2022:사회복지:고용:1000:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,5334792000000,5372811110000,3992119670180,0,4,4,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""019:2022:사회복지:고용:1000:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""LOW_EXECUTION_TARGET_MET"", ""execution_rate"": 0.6485581247420994}, {""candidate_id"": ""019:2022:사회복지:고용:1000:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""LOW_EXECUTION_TARGET_MET"", ""execution_rate"": 0.8393521096447519}, {""candidate_id"": ""019:2022:사회복지:고용:1000:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9829798524077074}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.7430225236747622,1.0,0.0,False,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,1.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,LOW_EXECUTION_TARGET_MET,execution,execution,NONE,False,LOW_EXECUTION_WITH_REPORTED_TARGET_MET,LOW_EXECUTION_TARGET_MET,"집행률 분모와 성과지표 비교가능성을 확인한 뒤, 원문에 목표 적정성·수요 변화·비용 절감·측정 시차를 설명하는 근거가 있는가?",LIMITED,3,1,0,18,18
102:5100:2022,102:5100,102,2022,5100,산업·중소기업및에너지,창업및벤처,창업환경조성,3,3,FUND;GENERAL_ACCOUNT;SPECIAL_ACCOUNT,"[""102:2022:산업·중소기업및에너지:창업및벤처:5100:FUND"", ""102:2022:산업·중소기업및에너지:창업및벤처:5100:GENERAL_ACCOUNT"", ""102:2022:산업·중소기업및에너지:창업및벤처:5100:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,3618140000000,3630490000000,3630310354148,1,2,3,MIXED_COMPARABLE,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""102:2022:산업·중소기업및에너지:창업및벤처:5100:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9999366063617848}, {""candidate_id"": ""102:2022:산업·중소기업및에너지:창업및벤처:5100:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9999998481360018}, {""candidate_id"": ""102:2022:산업·중소기업및에너지:창업및벤처:5100:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9999977959765478}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9999505174640337,0.0,0.3333333333333333,True,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,reported_performance,reported_performance,NONE,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,19,19
075:2500:2022,075:2500,075,2022,2500,사회복지,아동·보육,저출산대응및인구정책 지원,2,2,FUND;GENERAL_ACCOUNT,"[""075:2022:사회복지:아동·보육:2500:FUND"", ""075:2022:사회복지:아동·보육:2500:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,2805256000000,2858975393730,2856374555510,1,1,2,MIXED_COMPARABLE,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,1.0,"[{""candidate_id"": ""075:2022:사회복지:아동·보육:2500:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.912161344702398}, {""candidate_id"": ""075:2022:사회복지:아동·보육:2500:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9997314965836356}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9990902900998365,0.0,0.5,True,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,True,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,reported_performance,reported_performance,structure_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,20,20
019:1300:2022,019:1300,019,2022,1300,사회복지,고용,고용평등증진,2,2,FUND;GENERAL_ACCOUNT,"[""019:2022:사회복지:고용:1300:FUND"", ""019:2022:사회복지:고용:1300:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,2569275000000,2569329109370,2563430056710,1,4,5,MIXED_COMPARABLE,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,1.0,"[{""candidate_id"": ""019:2022:사회복지:고용:1300:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9978209041739988}, {""candidate_id"": ""019:2022:사회복지:고용:1300:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9932783159613668}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9977040494195598,0.0,0.2,True,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,True,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,reported_performance,reported_performance,structure_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,21,21
102:2100:2022,102:2100,102,2022,2100,산업·중소기업및에너지,중소기업및소상공인육성,중소기업기술개발지원,3,3,FUND;GENERAL_ACCOUNT;SPECIAL_ACCOUNT,"[""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:2100:FUND"", ""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:2100:GENERAL_ACCOUNT"", ""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:2100:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,1910273800000,1910273800000,1909957997741,2,0,2,ALL_COMPARABLE_BELOW_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:2100:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.996969243820778}, {""candidate_id"": ""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:2100:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9998217395385895}, {""candidate_id"": ""102:2022:산업·중소기업및에너지:중소기업및소상공인육성:2100:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9998346822015776,0.0,1.0,True,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,reported_performance,reported_performance,NONE,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,22,22
162:1100:65acaef042b4:2022,162:1100:65acaef042b4,162,2022,1100,과학기술,과학기술연구개발,미래유망원천 기술개발,3,3,FUND;GENERAL_ACCOUNT;SPECIAL_ACCOUNT,"[""162:2022:과학기술:과학기술연구개발:1100:FUND"", ""162:2022:과학기술:과학기술연구개발:1100:GENERAL_ACCOUNT"", ""162:2022:과학기술:과학기술연구개발:1100:SPECIAL_ACCOUNT""]",True,True,True,False,RESOLVED_BY_FIELD_SECTOR,False,1204012500000,1204012500000,1203524165000,1,1,2,MIXED_COMPARABLE,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2022:과학기술:과학기술연구개발:1100:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 1.0}, {""candidate_id"": ""162:2022:과학기술:과학기술연구개발:1100:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9994291287150588}, {""candidate_id"": ""162:2022:과학기술:과학기술연구개발:1100:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9995944103570353,0.0,0.5,True,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_METADATA_DISAMBIGUATION,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,reported_performance,reported_performance,NONE,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,23,23
019:4100:2022,019:4100,019,2022,4100,사회복지,노동,산업재해예방,2,2,FUND;SPECIAL_ACCOUNT,"[""019:2022:사회복지:노동:4100:FUND"", ""019:2022:사회복지:노동:4100:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,1183120000000,1183120000000,1164702742760,1,2,3,MIXED_COMPARABLE,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""019:2022:사회복지:노동:4100:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9831729824065044}, {""candidate_id"": ""019:2022:사회복지:노동:4100:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9995670653619922}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9844333142538373,0.0,0.3333333333333333,True,False,False,False,LEFT_CENSORED_OR_FIRST_OBSERVATION,,False,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,reported_performance,reported_performance,NONE,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,24,24
